objectid,parentid,filename,format,title,author,date,place_of_publication,language,item_characteristics,subject,field_of_medicine,description,image_source,resource_type,related_works,iucat_link,call_number,rights,use_and_reproduction
nmb_0060a,nmb_0060,nmb_0060a.jpg,image/jpg,Description of an Opthalmoscope,"Helmholtz, Hermann von",1851,"Berlin, Germany",German,print book,ophthalmology; ophthalmoscopes,Ophthalmology,"“Ophthalmology, physics, acoustics, physiology, clinical medicine, thermodynamics, and nerve energy—von Helmholtz (1821-1894) was at home in all of these fields and contributed significantly to each. In 1851, he invented his “eye-mirror,” or ophthalmoscope, a tool of immense importance for the diagnosis of pathologic conditions in the eye, and introduced the device in this forty-nine-page booklet.  

“In his monograph, von Helmholtz comments, ‘We need a source of light to observe sufficiently the part of the retina at which we look through the pupil, and we can see the background of the eye only through a refractive medium.’ The mechanism of the instrument is described and clarified by means of a diagram.  

“Von Helmholtz was thirty when he invented the ophthalmoscope. Four years earlier, he had presented his theoretical conclusions on the conservation of energy to the Physical Society of Berlin, and publication of his essay established the first law of thermodynamics. In 1852, using a pendulum-myograph he had invented, he measured the velocity of the nervous impulse; the mean of his observations was about thirty meters per second, a value accepted today.  

“Von Helmholtz had been educated in Berlin as a surgeon for the Prussian army. He was of German, French, and English extraction; his mother was a direct descendant of William Penn. It was in the barracks laboratory at Potsdam, the city of his birth, that he conducted his research on the conservation of energy. At the age of twenty-nine, he was appointed professor of physiology and pathology at the University of Konigsberg. Later, he occupied the chairs of anatomy and physiology at Bonn and then the chair of physiology at Heidelberg. Finally, when he was fifty, he became professor of physics at Berlin, where he remained until his death. In his laboratory, Heinrich Hertz discovered the electro-physical principles that led to the development of wireless telegraphy, and Henry Augustus Rowland did the basic work on colloid chemistry.  

“Von Helmholtz never practiced ophthalmology or otolaryngology, but his ‘Handbook of Physiologic Optics’ (published in three parts between 1856 and 1867) has remained a permanent classic, and his study of the tympanum and ossicles of the middle ear contributed greatly to understanding of the phenomenon of audition. His *Tonempfindungen* (‘Sensations of Tone’) (1863) dealt exhaustively with acoustics.  

“Although most of von Helmholtz’s later life was devoted to physics (and he is regarded as a giant in this field), he always remembered that he was a physician. ‘Medicine was once the intellectual home in which I grew up,’ he said, ‘and even the emigrant best understands and is best understood by his native land’” (Waife et al. 205).",Lilly Library,stillimage,"Helmholtz, Hermann von, [*The description of an ophthalmoscope : being an English translation . . .*](https://iucat.iu.edu/catalog/803127)",https://iucat.iu.edu/catalog/5677126,RE78 .H479 B5,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0060b,nmb_0060,nmb_0060b.jpg,image/jpg,Description of an Opthalmoscope,"Helmholtz, Hermann von",1851,"Berlin, Germany",German,print book,ophthalmology; ophthalmoscopes,Ophthalmology,"“Ophthalmology, physics, acoustics, physiology, clinical medicine, thermodynamics, and nerve energy—von Helmholtz (1821-1894) was at home in all of these fields and contributed significantly to each. In 1851, he invented his “eye-mirror,” or ophthalmoscope, a tool of immense importance for the diagnosis of pathologic conditions in the eye, and introduced the device in this forty-nine-page booklet.  

“In his monograph, von Helmholtz comments, ‘We need a source of light to observe sufficiently the part of the retina at which we look through the pupil, and we can see the background of the eye only through a refractive medium.’ The mechanism of the instrument is described and clarified by means of a diagram.  

“Von Helmholtz was thirty when he invented the ophthalmoscope. Four years earlier, he had presented his theoretical conclusions on the conservation of energy to the Physical Society of Berlin, and publication of his essay established the first law of thermodynamics. In 1852, using a pendulum-myograph he had invented, he measured the velocity of the nervous impulse; the mean of his observations was about thirty meters per second, a value accepted today.  

“Von Helmholtz had been educated in Berlin as a surgeon for the Prussian army. He was of German, French, and English extraction; his mother was a direct descendant of William Penn. It was in the barracks laboratory at Potsdam, the city of his birth, that he conducted his research on the conservation of energy. At the age of twenty-nine, he was appointed professor of physiology and pathology at the University of Konigsberg. Later, he occupied the chairs of anatomy and physiology at Bonn and then the chair of physiology at Heidelberg. Finally, when he was fifty, he became professor of physics at Berlin, where he remained until his death. In his laboratory, Heinrich Hertz discovered the electro-physical principles that led to the development of wireless telegraphy, and Henry Augustus Rowland did the basic work on colloid chemistry.  

“Von Helmholtz never practiced ophthalmology or otolaryngology, but his ‘Handbook of Physiologic Optics’ (published in three parts between 1856 and 1867) has remained a permanent classic, and his study of the tympanum and ossicles of the middle ear contributed greatly to understanding of the phenomenon of audition. His *Tonempfindungen* (‘Sensations of Tone’) (1863) dealt exhaustively with acoustics.  

“Although most of von Helmholtz’s later life was devoted to physics (and he is regarded as a giant in this field), he always remembered that he was a physician. ‘Medicine was once the intellectual home in which I grew up,’ he said, ‘and even the emigrant best understands and is best understood by his native land’” (Waife et al. 205).",Lilly Library,stillimage,"Helmholtz, Hermann von, [*The description of an ophthalmoscope : being an English translation . . .*](https://iucat.iu.edu/catalog/803127)",https://iucat.iu.edu/catalog/5677126,RE78 .H479 B5,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0060c,nmb_0060,nmb_0060c.jpg,image/jpg,Description of an Opthalmoscope,"Helmholtz, Hermann von",1851,"Berlin, Germany",German,print book,ophthalmology; ophthalmoscopes,Ophthalmology,"“Ophthalmology, physics, acoustics, physiology, clinical medicine, thermodynamics, and nerve energy—von Helmholtz (1821-1894) was at home in all of these fields and contributed significantly to each. In 1851, he invented his “eye-mirror,” or ophthalmoscope, a tool of immense importance for the diagnosis of pathologic conditions in the eye, and introduced the device in this forty-nine-page booklet.  

“In his monograph, von Helmholtz comments, ‘We need a source of light to observe sufficiently the part of the retina at which we look through the pupil, and we can see the background of the eye only through a refractive medium.’ The mechanism of the instrument is described and clarified by means of a diagram.  

“Von Helmholtz was thirty when he invented the ophthalmoscope. Four years earlier, he had presented his theoretical conclusions on the conservation of energy to the Physical Society of Berlin, and publication of his essay established the first law of thermodynamics. In 1852, using a pendulum-myograph he had invented, he measured the velocity of the nervous impulse; the mean of his observations was about thirty meters per second, a value accepted today.  

“Von Helmholtz had been educated in Berlin as a surgeon for the Prussian army. He was of German, French, and English extraction; his mother was a direct descendant of William Penn. It was in the barracks laboratory at Potsdam, the city of his birth, that he conducted his research on the conservation of energy. At the age of twenty-nine, he was appointed professor of physiology and pathology at the University of Konigsberg. Later, he occupied the chairs of anatomy and physiology at Bonn and then the chair of physiology at Heidelberg. Finally, when he was fifty, he became professor of physics at Berlin, where he remained until his death. In his laboratory, Heinrich Hertz discovered the electro-physical principles that led to the development of wireless telegraphy, and Henry Augustus Rowland did the basic work on colloid chemistry.  

“Von Helmholtz never practiced ophthalmology or otolaryngology, but his ‘Handbook of Physiologic Optics’ (published in three parts between 1856 and 1867) has remained a permanent classic, and his study of the tympanum and ossicles of the middle ear contributed greatly to understanding of the phenomenon of audition. His *Tonempfindungen* (‘Sensations of Tone’) (1863) dealt exhaustively with acoustics.  

“Although most of von Helmholtz’s later life was devoted to physics (and he is regarded as a giant in this field), he always remembered that he was a physician. ‘Medicine was once the intellectual home in which I grew up,’ he said, ‘and even the emigrant best understands and is best understood by his native land’” (Waife et al. 205).",Lilly Library,stillimage,"Helmholtz, Hermann von, [*The description of an ophthalmoscope : being an English translation . . .*](https://iucat.iu.edu/catalog/803127)",https://iucat.iu.edu/catalog/5677126,RE78 .H479 B5,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0060d,nmb_0060,nmb_0060d.jpg,image/jpg,Description of an Opthalmoscope,"Helmholtz, Hermann von",1851,"Berlin, Germany",German,print book,ophthalmology; ophthalmoscopes,Ophthalmology,"“Ophthalmology, physics, acoustics, physiology, clinical medicine, thermodynamics, and nerve energy—von Helmholtz (1821-1894) was at home in all of these fields and contributed significantly to each. In 1851, he invented his “eye-mirror,” or ophthalmoscope, a tool of immense importance for the diagnosis of pathologic conditions in the eye, and introduced the device in this forty-nine-page booklet.  

“In his monograph, von Helmholtz comments, ‘We need a source of light to observe sufficiently the part of the retina at which we look through the pupil, and we can see the background of the eye only through a refractive medium.’ The mechanism of the instrument is described and clarified by means of a diagram.  

“Von Helmholtz was thirty when he invented the ophthalmoscope. Four years earlier, he had presented his theoretical conclusions on the conservation of energy to the Physical Society of Berlin, and publication of his essay established the first law of thermodynamics. In 1852, using a pendulum-myograph he had invented, he measured the velocity of the nervous impulse; the mean of his observations was about thirty meters per second, a value accepted today.  

“Von Helmholtz had been educated in Berlin as a surgeon for the Prussian army. He was of German, French, and English extraction; his mother was a direct descendant of William Penn. It was in the barracks laboratory at Potsdam, the city of his birth, that he conducted his research on the conservation of energy. At the age of twenty-nine, he was appointed professor of physiology and pathology at the University of Konigsberg. Later, he occupied the chairs of anatomy and physiology at Bonn and then the chair of physiology at Heidelberg. Finally, when he was fifty, he became professor of physics at Berlin, where he remained until his death. In his laboratory, Heinrich Hertz discovered the electro-physical principles that led to the development of wireless telegraphy, and Henry Augustus Rowland did the basic work on colloid chemistry.  

“Von Helmholtz never practiced ophthalmology or otolaryngology, but his ‘Handbook of Physiologic Optics’ (published in three parts between 1856 and 1867) has remained a permanent classic, and his study of the tympanum and ossicles of the middle ear contributed greatly to understanding of the phenomenon of audition. His *Tonempfindungen* (‘Sensations of Tone’) (1863) dealt exhaustively with acoustics.  

“Although most of von Helmholtz’s later life was devoted to physics (and he is regarded as a giant in this field), he always remembered that he was a physician. ‘Medicine was once the intellectual home in which I grew up,’ he said, ‘and even the emigrant best understands and is best understood by his native land’” (Waife et al. 205).",Lilly Library,stillimage,"Helmholtz, Hermann von, [*The description of an ophthalmoscope : being an English translation . . .*](https://iucat.iu.edu/catalog/803127)",https://iucat.iu.edu/catalog/5677126,RE78 .H479 B5,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0061,,nmb_0061a.jpg,compound_object,Anatomic Investigations of the Human Body,"Highmore, Nathaniel",1651,"The Hague, Netherlands",Latin,,"anatomy; anatomy, regional; blood circulation",Anatomy,"“Highmore (1613-1685), a country surgeon at Sherborne in Dorset, was a devoted follower of Harvey, whom he had known at Oxford and to whom he dedicated this book. It has the distinction of being the first anatomy textbook by an Englishman to give an account of the circulation of the blood and to credit Harvey for his discovery. Highmore describes his book on the title page, which may be translated as follows: ‘Anatomic Investigations of the Human Body, in which he follows the circulation of the blood into every part of the body, ornamenting it with many new examples and a brief explanation of medical problems.’ The book was published in Holland by S. Broun, an English bookseller at The Hague in 1651. Highmore’s little History of Generation appeared in London in the same year, which also saw the publication of Harvey’s second great book, *De Generatione*.  

“The text of ‘Anatomic Investigations’ is arranged in three ‘books,’ following the traditional dissection order of discussing the organs of the three body cavities—the abdomen, thorax, and head. Apart from the full treatment of the circulation, the book, though not very original, contains a number of new descriptions, most notably one with a good illustration of the antrum of the upper jaw, which has been named for Highmore. His attention was drawn to the cavity in the superior maxillary bone by a woman who had an abscess there that was drained by extraction of a tooth. The seminal ducts and the epididymis are also described. There are copper-engraved plates and text illustrations.  

“Publication abroad brought recognition from Continental anatomists, and the book must have been welcome to students in England, since it was one of the best of its day” (Waife et al. 65).",Lilly Library,stillimage,"Harvey, William, [*
The anatomical exercises of Dr. William Harvey . . .*](https://iucat.iu.edu/catalog/7430579)",https://iucat.iu.edu/catalog/15711130,QM21 .H6,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0061a,nmb_0061,nmb_0061a.jpg,image/jpg,Anatomic Investigations of the Human Body,"Highmore, Nathaniel",1651,"The Hague, Netherlands",Latin,,"anatomy; anatomy, regional; blood circulation",Anatomy,"“Highmore (1613-1685), a country surgeon at Sherborne in Dorset, was a devoted follower of Harvey, whom he had known at Oxford and to whom he dedicated this book. It has the distinction of being the first anatomy textbook by an Englishman to give an account of the circulation of the blood and to credit Harvey for his discovery. Highmore describes his book on the title page, which may be translated as follows: ‘Anatomic Investigations of the Human Body, in which he follows the circulation of the blood into every part of the body, ornamenting it with many new examples and a brief explanation of medical problems.’ The book was published in Holland by S. Broun, an English bookseller at The Hague in 1651. Highmore’s little History of Generation appeared in London in the same year, which also saw the publication of Harvey’s second great book, *De Generatione*.  

“The text of ‘Anatomic Investigations’ is arranged in three ‘books,’ following the traditional dissection order of discussing the organs of the three body cavities—the abdomen, thorax, and head. Apart from the full treatment of the circulation, the book, though not very original, contains a number of new descriptions, most notably one with a good illustration of the antrum of the upper jaw, which has been named for Highmore. His attention was drawn to the cavity in the superior maxillary bone by a woman who had an abscess there that was drained by extraction of a tooth. The seminal ducts and the epididymis are also described. There are copper-engraved plates and text illustrations.  

“Publication abroad brought recognition from Continental anatomists, and the book must have been welcome to students in England, since it was one of the best of its day” (Waife et al. 65).",Lilly Library,stillimage,"Harvey, William, [*
The anatomical exercises of Dr. William Harvey . . .*](https://iucat.iu.edu/catalog/7430579)",https://iucat.iu.edu/catalog/15711130,QM21 .H6,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0061b,nmb_0061,nmb_0061b.jpg,image/jpg,Anatomic Investigations of the Human Body,"Highmore, Nathaniel",1651,"The Hague, Netherlands",Latin,,"anatomy; anatomy, regional; blood circulation",Anatomy,"“Highmore (1613-1685), a country surgeon at Sherborne in Dorset, was a devoted follower of Harvey, whom he had known at Oxford and to whom he dedicated this book. It has the distinction of being the first anatomy textbook by an Englishman to give an account of the circulation of the blood and to credit Harvey for his discovery. Highmore describes his book on the title page, which may be translated as follows: ‘Anatomic Investigations of the Human Body, in which he follows the circulation of the blood into every part of the body, ornamenting it with many new examples and a brief explanation of medical problems.’ The book was published in Holland by S. Broun, an English bookseller at The Hague in 1651. Highmore’s little History of Generation appeared in London in the same year, which also saw the publication of Harvey’s second great book, *De Generatione*.  

“The text of ‘Anatomic Investigations’ is arranged in three ‘books,’ following the traditional dissection order of discussing the organs of the three body cavities—the abdomen, thorax, and head. Apart from the full treatment of the circulation, the book, though not very original, contains a number of new descriptions, most notably one with a good illustration of the antrum of the upper jaw, which has been named for Highmore. His attention was drawn to the cavity in the superior maxillary bone by a woman who had an abscess there that was drained by extraction of a tooth. The seminal ducts and the epididymis are also described. There are copper-engraved plates and text illustrations.  

“Publication abroad brought recognition from Continental anatomists, and the book must have been welcome to students in England, since it was one of the best of its day” (Waife et al. 65).",Lilly Library,stillimage,"Harvey, William, [*
The anatomical exercises of Dr. William Harvey . . .*](https://iucat.iu.edu/catalog/7430579)",https://iucat.iu.edu/catalog/15711130,QM21 .H6,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0061c,nmb_0061,nmb_0061c.jpg,image/jpg,Anatomic Investigations of the Human Body,"Highmore, Nathaniel",1651,"The Hague, Netherlands",Latin,,"anatomy; anatomy, regional; blood circulation",Anatomy,"“Highmore (1613-1685), a country surgeon at Sherborne in Dorset, was a devoted follower of Harvey, whom he had known at Oxford and to whom he dedicated this book. It has the distinction of being the first anatomy textbook by an Englishman to give an account of the circulation of the blood and to credit Harvey for his discovery. Highmore describes his book on the title page, which may be translated as follows: ‘Anatomic Investigations of the Human Body, in which he follows the circulation of the blood into every part of the body, ornamenting it with many new examples and a brief explanation of medical problems.’ The book was published in Holland by S. Broun, an English bookseller at The Hague in 1651. Highmore’s little History of Generation appeared in London in the same year, which also saw the publication of Harvey’s second great book, *De Generatione*.  

“The text of ‘Anatomic Investigations’ is arranged in three ‘books,’ following the traditional dissection order of discussing the organs of the three body cavities—the abdomen, thorax, and head. Apart from the full treatment of the circulation, the book, though not very original, contains a number of new descriptions, most notably one with a good illustration of the antrum of the upper jaw, which has been named for Highmore. His attention was drawn to the cavity in the superior maxillary bone by a woman who had an abscess there that was drained by extraction of a tooth. The seminal ducts and the epididymis are also described. There are copper-engraved plates and text illustrations.  

“Publication abroad brought recognition from Continental anatomists, and the book must have been welcome to students in England, since it was one of the best of its day” (Waife et al. 65).",Lilly Library,stillimage,"Harvey, William, [*
The anatomical exercises of Dr. William Harvey . . .*](https://iucat.iu.edu/catalog/7430579)",https://iucat.iu.edu/catalog/15711130,QM21 .H6,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0061d,nmb_0061,nmb_0061d.jpg,image/jpg,Anatomic Investigations of the Human Body,"Highmore, Nathaniel",1651,"The Hague, Netherlands",Latin,,"anatomy; anatomy, regional; blood circulation",Anatomy,"“Highmore (1613-1685), a country surgeon at Sherborne in Dorset, was a devoted follower of Harvey, whom he had known at Oxford and to whom he dedicated this book. It has the distinction of being the first anatomy textbook by an Englishman to give an account of the circulation of the blood and to credit Harvey for his discovery. Highmore describes his book on the title page, which may be translated as follows: ‘Anatomic Investigations of the Human Body, in which he follows the circulation of the blood into every part of the body, ornamenting it with many new examples and a brief explanation of medical problems.’ The book was published in Holland by S. Broun, an English bookseller at The Hague in 1651. Highmore’s little History of Generation appeared in London in the same year, which also saw the publication of Harvey’s second great book, *De Generatione*.  

“The text of ‘Anatomic Investigations’ is arranged in three ‘books,’ following the traditional dissection order of discussing the organs of the three body cavities—the abdomen, thorax, and head. Apart from the full treatment of the circulation, the book, though not very original, contains a number of new descriptions, most notably one with a good illustration of the antrum of the upper jaw, which has been named for Highmore. His attention was drawn to the cavity in the superior maxillary bone by a woman who had an abscess there that was drained by extraction of a tooth. The seminal ducts and the epididymis are also described. There are copper-engraved plates and text illustrations.  

“Publication abroad brought recognition from Continental anatomists, and the book must have been welcome to students in England, since it was one of the best of its day” (Waife et al. 65).",Lilly Library,stillimage,"Harvey, William, [*
The anatomical exercises of Dr. William Harvey . . .*](https://iucat.iu.edu/catalog/7430579)",https://iucat.iu.edu/catalog/15711130,QM21 .H6,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0061e,nmb_0061,nmb_0061e.jpg,image/jpg,Anatomic Investigations of the Human Body,"Highmore, Nathaniel",1651,"The Hague, Netherlands",Latin,,"anatomy; anatomy, regional; blood circulation",Anatomy,"“Highmore (1613-1685), a country surgeon at Sherborne in Dorset, was a devoted follower of Harvey, whom he had known at Oxford and to whom he dedicated this book. It has the distinction of being the first anatomy textbook by an Englishman to give an account of the circulation of the blood and to credit Harvey for his discovery. Highmore describes his book on the title page, which may be translated as follows: ‘Anatomic Investigations of the Human Body, in which he follows the circulation of the blood into every part of the body, ornamenting it with many new examples and a brief explanation of medical problems.’ The book was published in Holland by S. Broun, an English bookseller at The Hague in 1651. Highmore’s little History of Generation appeared in London in the same year, which also saw the publication of Harvey’s second great book, *De Generatione*.  

“The text of ‘Anatomic Investigations’ is arranged in three ‘books,’ following the traditional dissection order of discussing the organs of the three body cavities—the abdomen, thorax, and head. Apart from the full treatment of the circulation, the book, though not very original, contains a number of new descriptions, most notably one with a good illustration of the antrum of the upper jaw, which has been named for Highmore. His attention was drawn to the cavity in the superior maxillary bone by a woman who had an abscess there that was drained by extraction of a tooth. The seminal ducts and the epididymis are also described. There are copper-engraved plates and text illustrations.  

“Publication abroad brought recognition from Continental anatomists, and the book must have been welcome to students in England, since it was one of the best of its day” (Waife et al. 65).",Lilly Library,stillimage,"Harvey, William, [*
The anatomical exercises of Dr. William Harvey . . .*](https://iucat.iu.edu/catalog/7430579)",https://iucat.iu.edu/catalog/15711130,QM21 .H6,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0061f,nmb_0061,nmb_0061f.jpg,image/jpg,Anatomic Investigations of the Human Body,"Highmore, Nathaniel",1651,"The Hague, Netherlands",Latin,,"anatomy; anatomy, regional; blood circulation",Anatomy,"“Highmore (1613-1685), a country surgeon at Sherborne in Dorset, was a devoted follower of Harvey, whom he had known at Oxford and to whom he dedicated this book. It has the distinction of being the first anatomy textbook by an Englishman to give an account of the circulation of the blood and to credit Harvey for his discovery. Highmore describes his book on the title page, which may be translated as follows: ‘Anatomic Investigations of the Human Body, in which he follows the circulation of the blood into every part of the body, ornamenting it with many new examples and a brief explanation of medical problems.’ The book was published in Holland by S. Broun, an English bookseller at The Hague in 1651. Highmore’s little History of Generation appeared in London in the same year, which also saw the publication of Harvey’s second great book, *De Generatione*.  

“The text of ‘Anatomic Investigations’ is arranged in three ‘books,’ following the traditional dissection order of discussing the organs of the three body cavities—the abdomen, thorax, and head. Apart from the full treatment of the circulation, the book, though not very original, contains a number of new descriptions, most notably one with a good illustration of the antrum of the upper jaw, which has been named for Highmore. His attention was drawn to the cavity in the superior maxillary bone by a woman who had an abscess there that was drained by extraction of a tooth. The seminal ducts and the epididymis are also described. There are copper-engraved plates and text illustrations.  

“Publication abroad brought recognition from Continental anatomists, and the book must have been welcome to students in England, since it was one of the best of its day” (Waife et al. 65).",Lilly Library,stillimage,"Harvey, William, [*
The anatomical exercises of Dr. William Harvey . . .*](https://iucat.iu.edu/catalog/7430579)",https://iucat.iu.edu/catalog/15711130,QM21 .H6,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0061g,nmb_0061,nmb_0061g.jpg,image/jpg,Anatomic Investigations of the Human Body,"Highmore, Nathaniel",1651,"The Hague, Netherlands",Latin,,"anatomy; anatomy, regional; blood circulation",Anatomy,"“Highmore (1613-1685), a country surgeon at Sherborne in Dorset, was a devoted follower of Harvey, whom he had known at Oxford and to whom he dedicated this book. It has the distinction of being the first anatomy textbook by an Englishman to give an account of the circulation of the blood and to credit Harvey for his discovery. Highmore describes his book on the title page, which may be translated as follows: ‘Anatomic Investigations of the Human Body, in which he follows the circulation of the blood into every part of the body, ornamenting it with many new examples and a brief explanation of medical problems.’ The book was published in Holland by S. Broun, an English bookseller at The Hague in 1651. Highmore’s little History of Generation appeared in London in the same year, which also saw the publication of Harvey’s second great book, *De Generatione*.  

“The text of ‘Anatomic Investigations’ is arranged in three ‘books,’ following the traditional dissection order of discussing the organs of the three body cavities—the abdomen, thorax, and head. Apart from the full treatment of the circulation, the book, though not very original, contains a number of new descriptions, most notably one with a good illustration of the antrum of the upper jaw, which has been named for Highmore. His attention was drawn to the cavity in the superior maxillary bone by a woman who had an abscess there that was drained by extraction of a tooth. The seminal ducts and the epididymis are also described. There are copper-engraved plates and text illustrations.  

“Publication abroad brought recognition from Continental anatomists, and the book must have been welcome to students in England, since it was one of the best of its day” (Waife et al. 65).",Lilly Library,stillimage,"Harvey, William, [*
The anatomical exercises of Dr. William Harvey . . .*](https://iucat.iu.edu/catalog/7430579)",https://iucat.iu.edu/catalog/15711130,QM21 .H6,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0061h,nmb_0061,nmb_0061h.jpg,image/jpg,Anatomic Investigations of the Human Body,"Highmore, Nathaniel",1651,"The Hague, Netherlands",Latin,,"anatomy; anatomy, regional; blood circulation",Anatomy,"“Highmore (1613-1685), a country surgeon at Sherborne in Dorset, was a devoted follower of Harvey, whom he had known at Oxford and to whom he dedicated this book. It has the distinction of being the first anatomy textbook by an Englishman to give an account of the circulation of the blood and to credit Harvey for his discovery. Highmore describes his book on the title page, which may be translated as follows: ‘Anatomic Investigations of the Human Body, in which he follows the circulation of the blood into every part of the body, ornamenting it with many new examples and a brief explanation of medical problems.’ The book was published in Holland by S. Broun, an English bookseller at The Hague in 1651. Highmore’s little History of Generation appeared in London in the same year, which also saw the publication of Harvey’s second great book, *De Generatione*.  

“The text of ‘Anatomic Investigations’ is arranged in three ‘books,’ following the traditional dissection order of discussing the organs of the three body cavities—the abdomen, thorax, and head. Apart from the full treatment of the circulation, the book, though not very original, contains a number of new descriptions, most notably one with a good illustration of the antrum of the upper jaw, which has been named for Highmore. His attention was drawn to the cavity in the superior maxillary bone by a woman who had an abscess there that was drained by extraction of a tooth. The seminal ducts and the epididymis are also described. There are copper-engraved plates and text illustrations.  

“Publication abroad brought recognition from Continental anatomists, and the book must have been welcome to students in England, since it was one of the best of its day” (Waife et al. 65).",Lilly Library,stillimage,"Harvey, William, [*
The anatomical exercises of Dr. William Harvey . . .*](https://iucat.iu.edu/catalog/7430579)",https://iucat.iu.edu/catalog/15711130,QM21 .H6,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
